# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Mar 10 10:54:29 2025
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [au]
# COLUMN koi_sma_err1:   Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN koi_sma_err2:   Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN koi_incl:       Inclination [deg]
# COLUMN koi_incl_err1:  Inclination Upper Unc. [deg]
# COLUMN koi_incl_err2:  Inclination Lower Unc. [deg]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_smet:       Stellar Metallicity [dex]
# COLUMN koi_smet_err1:  Stellar Metallicity Upper Unc. [dex]
# COLUMN koi_smet_err2:  Stellar Metallicity Lower Unc. [dex]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,ra,dec,koi_kepmag
11145391,K05871.01,,CANDIDATE,CANDIDATE,,623.234400000,1.4150000e-02,-1.4150000e-02,6.0280e+02,4.670e+01,-4.670e+01,2.04,9.000e-01,-2.100e-01,1.3288,,,89.95,,,196.0,,,0.35,0.47,-0.10,5600.00,180.00,-145.00,-0.3600,0.3400,-0.2600,0.8390,0.3680,-0.0890,0.8040,0.1270,-0.0630,295.476900,48.765079,14.645
11145637,K05872.01,,CANDIDATE,CANDIDATE,,46.160515790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.568120,48.759811,15.655
11147785,K05873.01,,CANDIDATE,CANDIDATE,,217.170081000,3.5110000e-03,-3.5110000e-03,9.3700e+02,1.120e+02,-1.120e+02,109061.00,1.748e+04,-3.265e+04,0.9171,,,83.65,,,802.0,,,97.62,40.97,-56.81,5083.00,68.00,-200.00,-0.5000,0.2400,-0.2800,11.7230,1.8790,-3.5100,2.1760,0.7480,-1.1180,296.324710,48.783112,12.446
11152511,K05874.01,,CANDIDATE,CANDIDATE,0.5340,287.331140000,1.1330000e-02,-1.1330000e-02,4.0670e+02,2.440e+01,-2.440e+01,2.07,2.600e-01,-2.500e-01,0.8181,,,89.80,,,266.0,,,1.18,0.39,-0.33,5426.00,76.00,-76.00,0.1200,0.1500,-0.1500,1.0070,0.1240,-0.1240,0.8830,0.0610,-0.0390,298.062290,48.724918,13.618
11176166,K05875.01,Kepler-1639 b,CONFIRMED,CANDIDATE,1.0000,9.878850200,3.5930000e-04,-3.5930000e-04,4.5470e+02,3.840e+01,-3.840e+01,2.64,8.300e-01,-3.600e-01,0.0932,,,87.70,,,1003.0,,,238.98,216.59,-86.23,6477.00,159.00,-250.00,-0.2600,0.2500,-0.3000,1.1480,0.3620,-0.1550,1.1020,0.1700,-0.1390,283.068630,48.802078,14.496
11182213,K05876.01,,CANDIDATE,CANDIDATE,,189.456089000,4.5650000e-03,-4.5650000e-03,4.5300e+02,1.750e+02,-1.750e+02,2.20,7.900e-01,-3.000e-01,0.6319,,,89.95,,,337.0,,,3.04,3.21,-1.03,5991.00,166.00,-176.00,-0.2800,0.3000,-0.2800,1.0260,0.3670,-0.1400,0.9380,0.1340,-0.0990,287.223510,48.813251,15.242
11183752,K05877.01,,CANDIDATE,CANDIDATE,,230.358183000,4.6990000e-03,-4.6990000e-03,1.0230e+03,1.800e+02,-1.800e+02,2.87,1.220e+00,-3.400e-01,0.6920,,,89.95,,,289.0,,,1.66,2.17,-0.51,5803.00,194.00,-165.00,-0.4400,0.3200,-0.2600,0.8840,0.3750,-0.1050,0.8300,0.1260,-0.0610,288.218540,48.886742,15.571
11191364,K05878.01,,CANDIDATE,CANDIDATE,,211.541140000,1.5940000e-02,-1.5940000e-02,7.5100e+02,1.740e+02,-1.740e+02,1.88,4.300e-01,-1.300e-01,0.6280,,,89.95,,,251.0,,,0.94,0.71,-0.23,5433.00,222.00,-184.00,-0.6400,0.3600,-0.2800,0.6890,0.1550,-0.0490,0.7360,0.1030,-0.0620,292.335020,48.872520,15.784
11198419,K05879.01,,CANDIDATE,CANDIDATE,,88.523517000,2.3370000e-03,-2.3370000e-03,8.2800e+02,1.040e+02,-1.040e+02,1.60,1.700e-01,-2.400e-01,0.3027,,,88.81,,,209.0,,,0.45,0.13,-0.15,3827.00,56.00,-75.00,-0.4000,0.1000,-0.3000,0.4620,0.0500,-0.0700,0.4710,0.0500,-0.0900,295.576290,48.897861,15.841
11199233,K05880.01,,FALSE POSITIVE,FALSE POSITIVE,,386.224009080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.895260,48.832939,14.166
11251991,K05881.01,,CANDIDATE,CANDIDATE,,134.358720000,5.2210000e-03,-5.2210000e-03,7.5200e+01,5.400e+00,-5.400e+00,1.27,6.200e-01,-2.500e-01,0.5414,,,89.95,,,499.0,,,14.61,21.24,-6.23,6948.00,173.00,-221.00,-0.5200,0.2200,-0.3000,1.4330,0.7040,-0.2750,1.1710,0.2690,-0.1370,295.461490,48.903751,11.083
11298442,K05882.01,,CANDIDATE,CANDIDATE,,55.014691830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.615970,49.003139,13.113
11305417,K05883.01,,CANDIDATE,CANDIDATE,,198.781156000,5.7550000e-03,-5.7550000e-03,1.3830e+02,1.640e+01,-1.640e+01,1.69,9.700e-01,-3.700e-01,0.7141,,,89.95,,,404.0,,,6.33,10.86,-2.99,6493.00,157.00,-223.00,-0.1000,0.2200,-0.3200,1.4240,0.8140,-0.3150,1.2290,0.2810,-0.2060,295.740020,49.011520,12.752
11338918,K05884.01,,FALSE POSITIVE,FALSE POSITIVE,,588.637590000,1.3980000e-02,-1.3980000e-02,3.2210e+02,8.110e+01,-8.110e+01,1.52,2.140e+00,-1.600e-01,1.2726,,,89.95,,,185.0,,,0.28,1.55,-0.08,5135.00,167.00,-139.00,0.0400,0.2800,-0.2800,0.8490,1.2000,-0.0890,0.7920,0.1580,-0.0600,285.336150,49.190769,13.714
11340218,K05885.01,,CANDIDATE,CANDIDATE,,111.149082000,2.3760000e-03,-2.3760000e-03,3.9420e+02,8.420e+01,-8.420e+01,1.87,8.000e-01,-1.500e-01,0.4620,,,89.95,,,364.0,,,4.16,5.30,-1.05,5763.00,157.00,-181.00,0.2100,0.1500,-0.2900,0.9480,0.4070,-0.0740,1.0630,0.1720,-0.1330,286.123570,49.105289,14.889
11341266,K05886.01,,CANDIDATE,CANDIDATE,,284.871770000,1.6850000e-02,-1.6850000e-02,1.0670e+02,1.250e+01,-1.250e+01,1.84,8.000e-01,-6.200e-01,0.8901,,,89.95,,,401.0,,,6.10,7.91,-3.81,6437.00,191.00,-239.00,-0.3000,0.2800,-0.3000,1.7730,0.7620,-0.6020,1.1580,0.2990,-0.1880,286.796110,49.194260,13.074
11341314,K05887.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,9.833847400,1.6540000e-04,-1.6540000e-04,5.7600e+01,2.700e+00,-2.700e+00,0.98,1.500e-01,-1.200e-01,0.0920,,,78.42,,,946.0,,,188.78,74.85,-51.21,5929.00,71.00,-79.00,0.1000,0.1500,-0.1500,1.2020,0.1850,-0.1480,1.0710,0.0790,-0.0730,286.831510,49.188240,12.792
11348610,K05888.01,,CANDIDATE,CANDIDATE,,190.860818000,4.5240000e-03,-4.5240000e-03,5.1200e+02,1.330e+02,-1.330e+02,1.84,6.800e-01,-1.400e-01,0.6244,,,89.95,,,273.0,,,1.32,1.45,-0.30,5463.00,164.00,-142.00,-0.1000,0.3100,-0.2600,0.8030,0.2950,-0.0590,0.8930,0.0810,-0.0890,290.868800,49.105068,15.491
11351454,K05889.01,,CANDIDATE,CANDIDATE,,374.418130000,2.9510000e-02,-2.9510000e-02,4.3020e+02,5.450e+01,-5.450e+01,2.42,1.370e+00,-2.800e-01,1.0739,,,89.95,,,280.0,,,1.44,2.52,-0.47,6195.00,167.00,-243.00,0.1200,0.1600,-0.3400,1.1240,0.6400,-0.1270,1.1780,0.2500,-0.1810,292.399260,49.173641,15.429
11355925,K05890.01,,CANDIDATE,CANDIDATE,,263.301980000,5.0960000e-03,-5.0960000e-03,3.7760e+02,7.320e+01,-7.320e+01,2.19,7.400e-01,-4.300e-01,0.7722,,,89.95,,,308.0,,,2.11,2.09,-0.88,5758.00,161.00,-146.00,-0.2000,0.3000,-0.2400,1.1320,0.3780,-0.2230,0.8850,0.1390,-0.0670,294.526820,49.175072,14.225
11391512,K05891.01,,CANDIDATE,CANDIDATE,,370.317610000,1.1940000e-02,-1.1940000e-02,1.8850e+03,1.510e+02,-1.510e+02,2.98,2.600e-01,-2.700e-01,0.8914,,,89.95,,,182.0,,,0.26,0.09,-0.07,4665.00,145.00,-125.00,-0.1000,0.3200,-0.3000,0.7010,0.0610,-0.0630,0.6890,0.0800,-0.0550,285.208500,49.207829,15.988
11393248,K05892.01,,CANDIDATE,CANDIDATE,,37.959659000,1.0950000e-03,-1.0950000e-03,2.8790e+02,5.580e+01,-5.580e+01,1.41,4.700e-01,-1.100e-01,0.2137,,,89.95,,,484.0,,,12.93,12.58,-3.09,5573.00,154.00,-146.00,-0.1200,0.2800,-0.2600,0.8270,0.2730,-0.0660,0.9020,0.0840,-0.0910,286.300840,49.211319,15.337
11393633,K05893.01,,CANDIDATE,CANDIDATE,,405.629600000,2.6320000e-02,-2.6320000e-02,3.0430e+02,5.910e+01,-5.910e+01,1.40,5.300e-01,-1.100e-01,1.0226,,,89.95,,,216.0,,,0.52,0.58,-0.12,5583.00,159.00,-144.00,-0.2600,0.3300,-0.2600,0.7900,0.2990,-0.0590,0.8650,0.0940,-0.0880,286.555540,49.240501,15.006
11401845,K05894.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.080695116,6.2290000e-06,-6.2290000e-06,3.1277e+05,3.150e+03,-3.150e+03,155.22,2.892e+01,-5.373e+01,0.0247,,,71.83,,,3344.0,,,29671.05,17565.38,-18972.82,7796.00,244.00,-325.00,-0.2800,0.2000,-0.3500,2.3400,0.4360,-0.8100,1.7250,0.1820,-0.3380,291.297000,49.244469,14.355
11407847,K05895.01,,CANDIDATE,CANDIDATE,0.9490,11.830772400,2.9400000e-04,-2.9400000e-04,1.3600e+02,1.290e+01,-1.290e+01,1.16,2.900e-01,-1.700e-01,0.0968,,,85.99,,,770.0,,,83.17,63.41,-29.60,5550.00,166.00,-166.00,-0.0800,0.3000,-0.3000,0.9580,0.2410,-0.1410,0.8620,0.1110,-0.0740,294.300840,49.240311,15.337
11414368,K05896.01,,CANDIDATE,CANDIDATE,,434.281750000,1.8430000e-02,-1.8430000e-02,6.6310e+02,9.390e+01,-9.390e+01,1.94,1.080e+00,-2.100e-01,0.9941,,,89.95,,,212.0,,,0.48,0.87,-0.14,5544.00,196.00,-158.00,-0.7600,0.3800,-0.2800,0.7500,0.4210,-0.0790,0.6930,0.1300,-0.0340,296.964230,49.202339,14.886
8355178,K06178.02,,CANDIDATE,CANDIDATE,,33.814176000,1.0910000e-03,-1.0910000e-03,2.2260e+02,4.600e+01,-4.600e+01,1.49,5.100e-01,-1.400e-01,0.2095,,,89.95,,,589.0,,,28.41,28.02,-8.17,6122.00,146.00,-209.00,-0.1000,0.2000,-0.3000,0.9960,0.3430,-0.0950,1.0700,0.1630,-0.1360,287.531770,44.308010,15.863
8374077,K06179.01,,CANDIDATE,CANDIDATE,0.9790,16.295784700,2.5490000e-04,-2.5490000e-04,4.0980e+02,3.390e+01,-3.390e+01,2.13,6.700e-01,-2.200e-01,0.1306,,,88.26,,,744.0,,,72.62,69.28,-22.83,6063.00,190.00,-232.00,0.0700,0.2500,-0.3500,1.0120,0.3180,-0.1060,1.1170,0.1400,-0.1560,294.856600,44.322041,15.735
8494783,K06180.01,,CANDIDATE,CANDIDATE,,28.201998000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.637330,44.564220,12.044
8494783,K06180.02,,CANDIDATE,CANDIDATE,,58.925650000,1.7300000e-02,-1.7300000e-02,4.4700e+01,7.400e+00,-7.400e+00,1.50,6.700e-01,-3.800e-01,0.3495,,,89.95,,,809.0,,,101.17,137.12,-54.02,7282.00,231.00,-303.00,-0.1200,0.2600,-0.3600,2.2160,0.9790,-0.5690,1.6360,0.3330,-0.3100,291.637330,44.564220,12.044
8517303,K06181.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,24.073377500,1.9120000e-04,-1.9120000e-04,1.3257e+03,2.080e+01,-2.080e+01,27.78,8.970e+00,-3.840e+00,0.1595,,,78.98,,,1263.0,,,601.46,514.73,-178.16,4647.00,69.00,-62.00,0.0200,0.1500,-0.1000,6.0550,1.9540,-0.8370,0.9320,0.2540,-0.0140,298.750000,44.572540,11.430
8590149,K06182.01,,CANDIDATE,CANDIDATE,0.5600,19.240582100,7.9350000e-04,-7.9350000e-04,2.0740e+02,2.680e+01,-2.680e+01,1.19,6.000e-02,-9.000e-02,0.1306,,,89.49,,,565.0,,,24.17,4.00,-4.81,5031.00,83.00,-75.00,0.1600,0.1500,-0.1500,0.8480,0.0380,-0.0660,0.8010,0.0520,-0.0300,300.902470,44.612610,15.099
10055126,K01608.03,Kepler-311 d,CONFIRMED,CANDIDATE,0.9600,232.040326000,6.9020000e-03,-6.9020000e-03,2.9080e+02,2.190e+01,-2.190e+01,2.05,3.300e-01,-2.900e-01,0.7326,,,89.70,,,327.0,,,2.71,1.20,-0.88,5903.00,106.00,-117.00,-0.1000,0.1500,-0.1500,1.1560,0.1850,-0.1660,0.9740,0.0820,-0.0620,282.061280,47.085491,13.797
8590149,K06182.02,,CANDIDATE,CANDIDATE,,28.684308000,1.3290000e-03,-1.3290000e-03,2.8230e+02,4.190e+01,-4.190e+01,1.35,5.400e-01,-1.500e-01,0.1674,,,89.95,,,512.0,,,16.27,20.45,-4.77,5243.00,180.00,-144.00,-0.1800,0.3600,-0.2600,0.8210,0.3320,-0.0910,0.7610,0.1460,-0.0570,300.902470,44.612610,15.099
3559935,K00492.02,,CANDIDATE,CANDIDATE,,265.296170000,1.5480000e-02,-1.5480000e-02,6.0800e+02,1.340e+02,-1.340e+02,2.99,1.160e+00,-6.000e-01,0.8106,,,89.95,,,302.0,,,1.97,2.29,-0.84,5589.00,163.00,-154.00,0.3000,0.1400,-0.2600,1.2180,0.4720,-0.2440,1.0070,0.1650,-0.0920,295.182920,38.654228,14.424
9285265,K03410.02,Kepler-1491 c,CONFIRMED,CANDIDATE,0.9790,61.569765000,1.8040000e-03,-1.8040000e-03,2.9830e+02,3.090e+01,-3.090e+01,2.44,3.900e-01,-5.300e-01,0.3045,,,89.35,,,530.0,,,18.66,7.87,-7.77,5626.00,77.00,-77.00,0.1400,0.1500,-0.1500,1.3890,0.2230,-0.2980,0.9910,0.0790,-0.0650,293.629760,45.740650,15.589
3559860,K03440.02,,CANDIDATE,CANDIDATE,0.0940,58.940569000,1.2130000e-03,-1.2130000e-03,5.7030e+02,7.420e+01,-7.420e+01,2.48,4.100e-01,-1.400e-01,0.3015,,,89.51,,,465.0,,,11.06,4.67,-1.75,5819.00,69.00,-87.00,0.1400,0.1500,-0.1500,0.9900,0.1630,-0.0540,1.0490,0.0590,-0.0730,295.167210,38.637081,15.606
5384713,K03444.04,,CANDIDATE,CANDIDATE,0.0000,14.150231100,1.3120000e-04,-1.3120000e-04,2.0810e+02,3.040e+01,-3.040e+01,0.74,5.000e-02,-5.000e-02,0.0931,,,89.99,,,390.0,,,5.44,1.14,-1.11,3705.00,74.00,-74.00,0.2100,0.1500,-0.1500,0.5290,0.0300,-0.0380,0.5360,0.0340,-0.0340,297.429200,40.561909,13.693
6364582,K03456.02,,CANDIDATE,CANDIDATE,,486.127020000,2.1850000e-02,-2.1850000e-02,1.2060e+02,1.560e+01,-1.560e+01,1.18,4.400e-01,-1.600e-01,1.1989,,,89.95,,,249.0,,,0.91,1.00,-0.30,6008.00,156.00,-174.00,-0.2000,0.2700,-0.2800,1.0620,0.3970,-0.1410,0.9720,0.1480,-0.1080,292.002040,41.786961,12.988
6525209,K03479.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.710294740,1.4920000e-05,-1.4920000e-05,1.5890e+02,1.450e+01,-1.450e+01,1.04,1.400e-01,-9.000e-02,0.0254,,,72.57,,,1267.0,,,610.77,286.16,-154.94,5365.00,160.00,-144.00,-0.4600,0.3000,-0.3000,0.7290,0.1040,-0.0640,0.7470,0.0920,-0.0540,292.721370,41.904919,14.658
6368175,K03503.02,Kepler-1703 c,CONFIRMED,CANDIDATE,,31.824530400,7.9280000e-04,-7.9280000e-04,7.9000e+01,2.300e+01,-2.300e+01,0.80,3.400e-01,-5.000e-02,0.1911,,,89.38,,,589.0,,,28.37,36.25,-6.36,6338.00,171.00,-179.00,-0.8000,0.2800,-0.3000,0.8470,0.3650,-0.0570,0.9180,0.0930,-0.1030,293.150850,41.729252,13.827
5471158,K03504.02,,CANDIDATE,CANDIDATE,,140.244087490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.579800,40.603001,15.717
10407086,K04568.02,,CANDIDATE,CANDIDATE,,48.040666360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.792540,47.576721,12.877
9947653,K04647.02,,CANDIDATE,CANDIDATE,0.9720,12.008552000,1.6800000e-04,-1.6800000e-04,7.6600e+01,7.400e+00,-7.400e+00,2.08,8.100e-01,-1.230e+00,0.1041,,,84.33,,,1016.0,,,251.93,305.18,-214.46,5303.00,175.00,-159.00,-0.0400,0.3000,-0.2500,1.9640,0.7730,-1.1590,1.0420,0.1800,-0.2000,290.259310,46.885109,13.726
6527078,K04657.02,,CANDIDATE,CANDIDATE,0.9690,10.431484700,7.3800000e-05,-7.3800000e-05,5.9100e+01,6.800e+00,-6.800e+00,0.77,1.300e-01,-7.000e-02,0.0884,,,85.83,,,700.0,,,56.67,30.80,-15.22,5361.00,159.00,-159.00,-0.1600,0.3000,-0.3000,0.7740,0.1330,-0.0710,0.8480,0.0780,-0.0870,293.292790,41.997589,13.241
12416597,K04895.02,,CANDIDATE,CANDIDATE,,47.557135200,7.2510000e-04,-7.2510000e-04,3.3900e+02,6.870e+01,-6.870e+01,1.85,7.100e-01,-2.200e-01,0.2494,,,89.95,,,507.0,,,15.58,17.75,-4.81,5861.00,166.00,-167.00,-0.2400,0.3000,-0.2600,0.9580,0.3670,-0.1140,0.9140,0.1260,-0.0870,295.514950,51.203739,14.732
2309587,K05982.01,,FALSE POSITIVE,FALSE POSITIVE,0.0030,1.838514245,3.8800000e-07,-3.8800000e-07,1.1896e+05,2.800e+02,-2.800e+02,57.60,1.698e+01,-1.272e+01,0.0279,,,79.40,,,1572.0,,,1447.16,1252.57,-659.98,5799.00,157.00,-157.00,-0.3000,0.3000,-0.3000,1.0550,0.3110,-0.2330,0.8610,0.1310,-0.0700,292.899720,37.659309,13.925
2445134,K05983.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,8.412008943,2.3600000e-07,-2.3600000e-07,1.3611e+05,2.820e+01,-2.820e+01,50.83,1.443e+01,-1.180e+01,0.0825,,,87.91,,,1100.0,,,345.76,288.38,-167.47,6247.00,169.00,-206.00,-0.2000,0.2500,-0.3000,1.3140,0.3730,-0.3050,1.0570,0.1850,-0.1230,291.849700,37.738621,13.551
3241344,K05984.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,3.912679136,,,2.9151e+05,,,1794.20,2.143e+02,-1.944e+02,0.0427,,,64.31,,,1018.0,,,253.12,107.99,-74.89,5616.00,185.00,-168.00,-0.9800,0.3000,-0.3000,0.7200,0.0860,-0.0780,0.6750,0.0790,-0.0230,293.016540,38.318451,14.756
3347485,K05985.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,7.544804312,3.2080000e-06,-3.2080000e-06,6.5017e+03,1.330e+01,-1.330e+01,63.99,1.877e+01,-2.816e+01,0.0730,,,70.38,,,1233.0,,,546.03,468.91,-392.38,5953.00,159.00,-159.00,-0.5600,0.3000,-0.2500,1.6090,0.4720,-0.7080,0.9100,0.1140,-0.1030,292.779720,38.448551,12.920
2019477,K06093.02,,CANDIDATE,CANDIDATE,0.4790,27.249752100,7.0380000e-04,-7.0380000e-04,1.0200e+02,8.000e+00,-8.000e+00,4.49,4.100e-01,-1.650e+00,0.2193,,,89.37,,,1090.0,,,333.56,90.22,-207.63,5440.00,87.00,-76.00,0.3000,0.1500,-0.1500,4.5240,0.4160,-1.6650,1.8940,0.1420,-0.3980,292.551940,37.421211,13.330
2161623,K06094.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,2.283466438,3.0230000e-06,-3.0230000e-06,8.6426e+05,1.028e+03,-1.028e+03,218.79,6.402e+01,-6.402e+01,0.0373,,,84.66,,,2014.0,,,3883.24,3366.01,-2223.68,6723.00,189.00,-260.00,-0.2400,0.2500,-0.3000,1.7190,0.5030,-0.5030,1.3270,0.1940,-0.2590,291.744450,37.591019,14.312
2707097,K06095.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.692807507,1.1390000e-06,-1.1390000e-06,2.5338e+04,6.490e+01,-6.490e+01,46.44,0.000e+00,0.000e+00,0.0154,,,66.75,,,2057.0,,,4211.90,0.00,0.00,5780.00,,,0.0000,0.0000,0.0000,1.0000,,,1.0000,,,290.045530,37.939384,15.726
2719873,K06096.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,17.279290765,8.8900000e-07,-8.8900000e-07,1.6431e+05,7.650e+01,-7.650e+01,27.66,2.900e+00,-2.190e+00,0.1141,,,89.16,,,556.0,,,22.63,8.42,-5.62,5251.00,156.00,-156.00,-0.7800,0.3000,-0.3000,0.6580,0.0690,-0.0520,0.6630,0.0660,-0.0330,292.930600,37.964420,15.160
8158127,K01015.03,,CANDIDATE,CANDIDATE,0.7050,16.997289400,1.2860000e-04,-1.2860000e-04,2.2500e+02,2.290e+01,-2.290e+01,3.14,4.300e-01,-8.100e-01,0.1378,,,88.41,,,956.0,,,197.18,72.73,-94.49,5897.00,79.00,-79.00,0.1600,0.1500,-0.1500,1.8600,0.2590,-0.4810,1.2040,0.1330,-0.1330,289.096890,44.004379,14.500
2852810,K06097.01,,CANDIDATE,CANDIDATE,,93.056543640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.515750,38.058418,12.749
2852810,K06097.02,,CANDIDATE,CANDIDATE,,88.433122000,6.1030000e-03,-6.1030000e-03,1.2040e+02,4.760e+01,-4.760e+01,1.70,9.100e-01,-3.500e-01,0.4212,,,89.95,,,595.0,,,29.68,48.41,-13.60,7092.00,195.00,-264.00,-0.4400,0.2400,-0.3200,1.5250,0.8180,-0.3140,1.2720,0.2900,-0.2020,291.515750,38.058418,12.749
2852810,K06097.03,,CANDIDATE,CANDIDATE,,282.343150000,1.0910000e-02,-1.0910000e-02,2.2050e+02,4.280e+01,-4.280e+01,2.35,1.250e+00,-4.900e-01,0.9132,,,89.95,,,404.0,,,6.31,10.30,-2.89,7092.00,195.00,-264.00,-0.4400,0.2400,-0.3200,1.5250,0.8180,-0.3140,1.2720,0.2900,-0.2020,291.515750,38.058418,12.749
8590780,K06183.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,4.326946311,1.4900000e-07,-1.4900000e-07,4.0903e+05,3.370e+01,-3.370e+01,106.99,2.922e+01,-3.571e+01,0.0517,,,87.08,,,1481.0,,,1137.15,938.80,-696.22,6231.00,188.00,-207.00,-0.4600,0.3000,-0.3000,1.5010,0.4100,-0.5010,0.9840,0.1460,-0.1330,301.169160,44.645962,13.253
8613338,K06184.01,,FALSE POSITIVE,FALSE POSITIVE,,527.290930000,1.3210000e-02,-1.3210000e-02,2.0080e+02,1.620e+01,-1.620e+01,1.30,5.200e-01,-1.400e-01,1.2344,,,89.95,,,216.0,,,0.51,0.61,-0.14,5671.00,160.00,-141.00,-0.1200,0.2800,-0.2600,0.9190,0.3680,-0.0960,0.9000,0.1120,-0.0750,286.857270,44.766392,12.796
8646141,K06185.01,,FALSE POSITIVE,FALSE POSITIVE,,168.858303000,7.5280000e-03,-7.5280000e-03,1.1910e+02,1.330e+01,-1.330e+01,2.41,8.000e-01,-9.000e-01,0.6710,,,89.95,,,526.0,,,18.16,17.62,-12.00,6608.00,174.00,-244.00,-0.1600,0.2400,-0.3000,2.1890,0.7280,-0.8150,1.4120,0.2520,-0.3310,298.540650,44.767578,13.409
8653134,K06186.01,Kepler-1643 b,CONFIRMED,CANDIDATE,1.0000,5.342641430,2.0740000e-05,-2.0740000e-05,6.9130e+02,3.950e+01,-3.950e+01,1.72,2.100e-01,-1.300e-01,0.0531,,,89.93,,,799.0,,,96.47,42.82,-25.84,5101.00,184.00,-184.00,-0.5000,0.3000,-0.3000,0.6700,0.0800,-0.0530,0.6990,0.0760,-0.0550,300.431000,44.751015,13.116
8702921,K06187.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,19.384442450,1.3790000e-05,-1.3790000e-05,3.3720e+03,5.600e+00,-5.600e+00,28.30,4.030e+00,-8.720e+00,0.1719,,,88.44,,,1185.0,,,466.04,166.38,-263.61,4968.00,49.00,-119.00,0.3000,0.1000,-0.2000,5.0260,0.7150,-1.5490,1.8000,0.2000,-0.6000,296.665010,44.853069,11.980
